 IPER  ISTEP  TLEN  STAIN  CSTIN  IBEIN  IBVIN  WSTIN  CNHIN  STAOUT  CSTOUT  IBEOUT  IBVOUT  WSTOUT  CNHOUT  ABER  RBER
 1          1          0.38313807       0                0                0                0.021784528      0                0                0                0                0                0                0                0.021784528      0                0               
 1          2          0.78543304       0                0                0                0.039691117      0                0                0                0                0                0                0                0.039691117      0                0               
 1          3          1.2078428        0                0                0                0.054954287      0                0                0                0                0                0                0                0.054954287      0                0               
 1          4          1.651373         0                0                0                0.068354483      0                0                0                0                0                0                0                0.068354483      -1.7347235e-18   0               
 1          5          2.1170797        0                0                0                0.080409235      0                0                0                0                0                0                0                0.080409235      -1.7347235e-18   0               
 1          6          2.6060717        0                0                0                0.091475046      0                0                0                0                0                0                0                0.091475046      -1.7347235e-18   0               
 1          7          3.1195134        0                0                0                0.10180529       0                0                0                0                0                0                0                0.10180529       0                0               
 1          8          3.6586271        0                0                0                0.11158446       0                0                0                0                0                0                0                0.11158446       0                0               
 1          9          4.2246966        0                0                0                0.12095001       0                0                0                0                0                0                0                0.12095001       0                0               
 1          10         4.8190695        0                0                0                0.13000612       0                0                0                0                0                0                0                0.13000612       0                0               
 1          11         5.443161         0                0                0                0.13883305       0                0                0                0                0                0                0                0.13883305       0                0               
 1          12         6.0984571        0                0                0                0.14749354       0                0                0                0                0                0                0                0.14749354       0                0               
 1          13         6.7865181        0                0                0                0.15603732       0                0                0                0                0                0                0                0.15603732       0                0               
 1          14         7.508982         0                0                0                0.16450442       0                0                0                0                0                0                0                0.16450442       0                0               
 1          15         8.2675692        0                0                0                0.17292749       0                0                0                0                0                0                0                0.17292749       0                0               
 1          16         9.0640857        0                0                0                0.18133356       0                0                0                0                0                0                0                0.18133356       1.7347235e-18    7.6531821e-15   
 1          17         9.9004281        0                0                0                0.18974538       0                0                0                0                0                0                0                0.18974538       1.7347235e-18    7.3139003e-15   
 1          18         10.778588        0                0                0                0.19818236       0                0                0                0                0                0                0                0.19818236       3.469447e-18     7.0025345e-15   
 1          19         11.700655        0                0                0                0.20666134       0                0                0                0                0                0                0                0.20666134       3.469447e-18     6.7152318e-15   
 1          20         12.668826        0                0                0                0.21519715       0                0                0                0                0                0                0                0.21519715       3.469447e-18     6.4488715e-15   
 1          21         13.685405        0                0                0                0.22380305       0                0                0                0                0                0                0                0.22380305       3.469447e-18     6.2008929e-15   
 1          22         14.752814        0                0                0                0.23249105       0                0                0                0                0                0                0                0.23249105       3.469447e-18     5.9691708e-15   
