 IPER  ISTEP           DLEN           ILYR    IROW   ICOL                     STA                     FBC                     CST                     IBE                     IBV                     WST                     CNH                     ABER
 1          1          0.38313807       1          1          1          -0.00000000e+00  3.40256644e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.40256644e-05  0.00000000e+00  
 1          1          0.38313807       1          1          2          -0.00000000e+00  -6.80513287e-05  0.00000000e+00   0.00000000e+00   6.80513287e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          0.38313807       1          1          3          -0.00000000e+00  3.40256644e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.40256644e-05  0.00000000e+00  
 1          2          0.40229497       1          1          1          -0.00000000e+00  3.33808702e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.33808702e-05  0.00000000e+00  
 1          2          0.40229497       1          1          2          -0.00000000e+00  -6.67617405e-05  0.00000000e+00   0.00000000e+00   6.67617405e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          2          0.40229497       1          1          3          -0.00000000e+00  3.33808702e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.33808702e-05  0.00000000e+00  
 1          3          0.42240972       1          1          1          -0.00000000e+00  3.27366084e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.27366084e-05  0.00000000e+00  
 1          3          0.42240972       1          1          2          -0.00000000e+00  -6.54732168e-05  0.00000000e+00   0.00000000e+00   6.54732168e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          3          0.42240972       1          1          3          -0.00000000e+00  3.27366084e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.27366084e-05  0.00000000e+00  
 1          4          0.44353021       1          1          1          -0.00000000e+00  3.20989798e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.20989798e-05  0.00000000e+00  
 1          4          0.44353021       1          1          2          -0.00000000e+00  -6.41979595e-05  0.00000000e+00   0.00000000e+00   6.41979595e-05   0.00000000e+00   0.00000000e+00   1.20219104e-20  
 1          4          0.44353021       1          1          3          -0.00000000e+00  3.20989798e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.20989798e-05  0.00000000e+00  
 1          5          0.46570672       1          1          1          -0.00000000e+00  3.14739834e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.14739834e-05  0.00000000e+00  
 1          5          0.46570672       1          1          2          -0.00000000e+00  -6.29479668e-05  0.00000000e+00   0.00000000e+00   6.29479668e-05   0.00000000e+00   0.00000000e+00   1.26230059e-20  
 1          5          0.46570672       1          1          3          -0.00000000e+00  3.14739834e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.14739834e-05  0.00000000e+00  
 1          6          0.48899205       1          1          1          -0.00000000e+00  3.08674298e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.08674298e-05  0.00000000e+00  
 1          6          0.48899205       1          1          2          -0.00000000e+00  -6.17348596e-05  0.00000000e+00   0.00000000e+00   6.17348596e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          6          0.48899205       1          1          3          -0.00000000e+00  3.08674298e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.08674298e-05  0.00000000e+00  
 1          7          0.51344166       1          1          1          -0.00000000e+00  3.02848557e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.02848557e-05  0.00000000e+00  
 1          7          0.51344166       1          1          2          -0.00000000e+00  -6.05697114e-05  0.00000000e+00   0.00000000e+00   6.05697114e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          7          0.51344166       1          1          3          -0.00000000e+00  3.02848557e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.02848557e-05  0.00000000e+00  
 1          8          0.53911374       1          1          1          -0.00000000e+00  2.97314429e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.97314429e-05  0.00000000e+00  
 1          8          0.53911374       1          1          2          -0.00000000e+00  -5.94628857e-05  0.00000000e+00   0.00000000e+00   5.94628857e-05   0.00000000e+00   0.00000000e+00   7.30635360e-21  
 1          8          0.53911374       1          1          3          -0.00000000e+00  2.97314429e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.97314429e-05  0.00000000e+00  
 1          9          0.56606943       1          1          1          -0.00000000e+00  2.92119429e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.92119429e-05  0.00000000e+00  
 1          9          0.56606943       1          1          2          -0.00000000e+00  -5.84238858e-05  0.00000000e+00   0.00000000e+00   5.84238858e-05   0.00000000e+00   0.00000000e+00   7.67167128e-21  
 1          9          0.56606943       1          1          3          -0.00000000e+00  2.92119429e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.92119429e-05  0.00000000e+00  
 1          10         0.59437290       1          1          1          -0.00000000e+00  2.87306116e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.87306116e-05  0.00000000e+00  
 1          10         0.59437290       1          1          2          -0.00000000e+00  -5.74612232e-05  0.00000000e+00   0.00000000e+00   5.74612232e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          10         0.59437290       1          1          3          -0.00000000e+00  2.87306116e-05   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.87306116e-05  0.00000000e+00  
