time,TCOMP,SK,QTOP,QBOT,H0001,H0002,H0003,H0004,H0005,H0006,H0007,H0008,H0009,H0010,H0011,H0012,H0013,H0014,H0015,H0016,H0017,H0018,H0019,EST,ESB,PST,PSB,GS,ES
0.3831380695111,0.1278469171E-01,0.8097681117E-01,-0.1668835537E-01,-0.1668001161E-01,43.91672465,44.98681793,44.99983941,44.99999804,44.99999998,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999997,44.99999790,44.99983052,44.98630565,43.89476739,946.6095911,956.1052326,945.5263158,955.0000000,2000.000000,1000.000000
0.7854330424977,0.2586985824E-01,0.9250399104E-01,-0.1627137948E-01,-0.1625491940E-01,42.81941969,44.95932046,44.99932374,44.99998944,44.99999984,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999983,44.99998871,44.99928659,44.95775784,42.77610367,947.7068961,957.2238963,946.6095911,956.1052326,2000.000000,1000.000000
1.207842764134,0.3924976649E-01,0.9247471750E-01,-0.1584975172E-01,-0.1582543844E-01,41.70987294,44.91635474,44.99822093,44.99996586,44.99999939,44.99999999,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999999,44.99999934,44.99996351,44.99812405,44.91318067,41.64589062,948.8164429,958.3541094,947.7068961,957.2238963,2000.000000,1000.000000
1.651372971851,0.5291783611E-01,0.1040007088,-0.1542420744E-01,-0.1539233984E-01,40.59001958,44.85675677,44.99625764,44.99991417,44.99999820,44.99999996,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999996,44.99999805,44.99990830,44.99605572,44.85139031,40.50615747,949.9362962,959.4938425,948.8164429,958.3541094,2000.000000,1000.000000
2.117079689955,0.6686667632E-01,0.1039703258,-0.1499553590E-01,-0.1495644818E-01,39.46193659,44.77936077,44.99311552,44.99981512,44.99999552,44.99999990,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999989,44.99999516,44.99980259,44.99274766,44.77120506,39.35907417,951.0643792,960.6409258,949.9362962,959.4938425,2000.000000,1000.000000
2.606071743964,0.8108813742E-01,0.1039394148,-0.1456457715E-01,-0.1451863798E-01,38.32783461,44.68300982,44.98842761,44.99964179,44.99999011,44.99999975,44.99999999,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999999,44.99999973,44.99998932,44.99961769,44.98781555,44.67145658,38.20694204,952.1984812,961.7930580,951.0643792,960.6409258,2000.000000,1000.000000
3.119513400673,0.9557337762E-01,0.1096859013,-0.1413221799E-01,-0.1407982911E-01,37.19004734,44.56656757,44.98177489,44.99935770,44.99998000,44.99999943,44.99999998,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999998,44.99999938,44.99997842,44.99931486,44.98082123,44.55100220,37.05218186,953.3362684,962.9478181,952.1984812,961.7930580,2000.000000,1000.000000
3.658627140218,0.1103129458,0.1096539927,-0.1369938692E-01,-0.1364098126E-01,36.05101822,44.42893105,44.97268305,44.99891477,44.99996220,44.99999881,44.99999997,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999996,44.99999870,44.99995924,44.99884304,44.97126958,44.40873832,35.89731911,954.4752976,964.1026809,953.3362684,962.9478181,2000.000000,1000.000000
4.224696566740,0.1252968801,0.1096216159,-0.1326704804E-01,-0.1320308725E-01,34.91328431,44.26904447,44.96061975,44.99825088,44.99993232,44.99999764,44.99999992,45.00000000,45.00000000,45.00000000,45.00000000,45.00000000,44.99999992,44.99999743,44.99992707,44.99813636,44.95860591,44.24361483,34.74496645,955.6130315,965.2550336,954.4752976,964.1026809,2000.000000,1000.000000
4.819069464588,0.1405148228,0.1095887919,-0.1283619387E-01,-0.1276716531E-01,33.77945755,44.08591384,44.94499235,44.99728722,44.99988407,44.99999556,44.99999984,44.99999999,45.00000000,45.00000000,45.00000000,44.99999999,44.99999983,44.99999517,44.99987515,44.99711134,44.94221377,44.05465018,33.59780345,956.7468582,966.4021965,955.6130315,965.2550336,2000.000000,1000.000000
5.443161007328,0.1559561505,0.1095555416,-0.1240783721E-01,-0.1233425039E-01,32.65220318,43.87862230,44.92514629,44.99592524,44.99980865,44.99999197,44.99999969,44.99999999,45.00000000,45.00000000,45.00000000,44.99999999,44.99999966,44.99999128,44.99979404,44.99566375,44.92141369,43.84094719,32.45855365,957.8741126,967.5414463,956.7468582,966.4021965,2000.000000,1000.000000
6.098457127206,0.1716101174,0.1095218860,-0.1198300201E-01,-0.1190538447E-01,31.53421582,43.64634593,44.90036430,44.99404336,44.99969397,44.99998600,44.99999942,44.99999998,45.00000000,45.00000000,45.00000000,44.99999998,44.99999936,44.99998480,44.99967081,44.99366521,44.89546260,43.60170921,31.32995914,958.9921000,968.6700409,957.8741126,967.5414463,2000.000000,1000.000000
