 IPER  ISTEP           DLEN           ILYR    IROW   ICOL                     STA                     FBC                     CST                     IBE                     IBV                     WST                     CNH                     ABER
 1          1          0.38313807       1          1          1          -0.00000000e+00  6.06415747e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -6.06415747e-03  0.00000000e+00  
 1          1          0.38313807       1          1          2          -0.00000000e+00  -1.21283149e-02  0.00000000e+00   0.00000000e+00   1.21283149e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          0.38313807       1          1          3          -0.00000000e+00  6.06415747e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -6.06415747e-03  0.00000000e+00  
 1          2          0.40229497       1          1          1          -0.00000000e+00  5.89856576e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.89856576e-03  0.00000000e+00  
 1          2          0.40229497       1          1          2          -0.00000000e+00  -1.17971315e-02  0.00000000e+00   0.00000000e+00   1.17971315e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          2          0.40229497       1          1          3          -0.00000000e+00  5.89856576e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.89856576e-03  0.00000000e+00  
 1          3          0.42240972       1          1          1          -0.00000000e+00  5.74239605e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.74239605e-03  0.00000000e+00  
 1          3          0.42240972       1          1          2          -0.00000000e+00  -1.14847921e-02  0.00000000e+00   0.00000000e+00   1.14847921e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          3          0.42240972       1          1          3          -0.00000000e+00  5.74239605e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.74239605e-03  0.00000000e+00  
 1          4          0.44353021       1          1          1          -0.00000000e+00  5.59520928e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.59520928e-03  0.00000000e+00  
 1          4          0.44353021       1          1          2          -0.00000000e+00  -1.11904186e-02  0.00000000e+00   0.00000000e+00   1.11904186e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          4          0.44353021       1          1          3          -0.00000000e+00  5.59520928e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.59520928e-03  0.00000000e+00  
 1          5          0.46570672       1          1          1          -0.00000000e+00  5.45657899e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.45657899e-03  0.00000000e+00  
 1          5          0.46570672       1          1          2          -0.00000000e+00  -1.09131580e-02  0.00000000e+00   0.00000000e+00   1.09131580e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          5          0.46570672       1          1          3          -0.00000000e+00  5.45657899e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.45657899e-03  0.00000000e+00  
 1          6          0.48899205       1          1          1          -0.00000000e+00  5.32609278e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.32609278e-03  0.00000000e+00  
 1          6          0.48899205       1          1          2          -0.00000000e+00  -1.06521856e-02  0.00000000e+00   0.00000000e+00   1.06521856e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
